name_1,name_2,effective_utilization,fidelity,depth_avg,depth_diff,depth_max,depth_ratio,depth_sum,m1_critical_depth,m1_depth,m1_entanglement_ratio,m1_liveness,m1_measurement,m1_num_clbits,m1_num_cnot_gates,m1_num_connected_components,m1_num_measurements,m1_num_nonlocal_gates,m1_num_qubits,m1_number_instructions,m1_parallelism,m1_program_communication,m2_critical_depth,m2_depth,m2_entanglement_ratio,m2_liveness,m2_measurement,m2_num_clbits,m2_num_cnot_gates,m2_num_connected_components,m2_num_measurements,m2_num_nonlocal_gates,m2_num_qubits,m2_number_instructions,m2_parallelism,m2_program_communication,num_cnot_gates_avg,num_cnot_gates_diff,num_cnot_gates_max,num_cnot_gates_ratio,num_cnot_gates_sum,num_measurements_avg,num_measurements_diff,num_measurements_max,num_measurements_ratio,num_measurements_sum,num_nonlocal_gates_avg,num_nonlocal_gates_diff,num_nonlocal_gates_max,num_nonlocal_gates_ratio,num_nonlocal_gates_sum,num_qubits_avg,num_qubits_diff,num_qubits_max,num_qubits_ratio,num_qubits_sum,number_instructions_avg,number_instructions_diff,number_instructions_max,number_instructions_ratio,number_instructions_sum,pair_index,pareto_rank,topk_orig,topk_new
QAOA-P1-12,QAOA-R3-4,0.5308641975308642,0.8199128942199636,28.5,15.0,36.0,0.5833333333333334,57.0,0.55,36.0,0.4761904761904761,0.3148148148148148,0.0,12.0,40.0,1.0,12.0,40.0,12.0,96.0,0.5714285714285714,0.303030303030303,1.0,21.0,0.4615384615384615,0.5,0.0,4.0,12.0,1.0,4.0,12.0,4.0,30.0,0.1923076923076923,1.0,26.0,28.0,40.0,0.3,52.0,8.0,8.0,12.0,0.3333333333333333,16.0,26.0,28.0,40.0,0.3,52.0,8.0,8.0,12.0,0.3333333333333333,16.0,63.0,66.0,96.0,0.3125,126.0,140,12,False,False
BV-4,HS-1-12,0.5037037037037037,0.8993263406223535,10.5,9.0,15.0,0.4,21.0,1.0,6.0,0.2,0.625,0.0,4.0,2.0,3.0,3.0,2.0,4.0,13.0,0.4,0.3333333333333333,1.0,15.0,0.2340425531914893,0.3888888888888889,0.0,12.0,,1.0,12.0,11.0,12.0,59.0,0.6808510638297872,0.1666666666666666,1.0,2.0,2.0,0.0,2.0,7.5,9.0,12.0,0.25,15.0,6.5,9.0,11.0,0.1818181818181818,13.0,8.0,8.0,12.0,0.3333333333333333,16.0,36.0,46.0,59.0,0.2203389830508474,72.0,141,13,True,True
GHZ-6,QSVM-10,0.4380032206119162,0.8645533512059647,15.0,16.0,23.0,0.3043478260869565,30.0,1.0,7.0,0.8333333333333334,0.4047619047619047,0.0,6.0,5.0,1.0,6.0,5.0,6.0,12.0,0.0,0.3333333333333333,1.0,23.0,0.3103448275862069,0.3739130434782609,0.0,10.0,,1.0,10.0,18.0,10.0,68.0,0.603448275862069,0.2,2.5,5.0,5.0,0.0,5.0,8.0,4.0,10.0,0.6,16.0,11.5,13.0,18.0,0.2777777777777778,23.0,8.0,4.0,10.0,0.6,16.0,40.0,56.0,68.0,0.1764705882352941,80.0,142,20,False,False
BV-6,W-STATE-10,0.455026455026455,0.7656783796974134,14.5,13.0,21.0,0.3809523809523809,29.0,1.0,8.0,0.25,0.5208333333333334,0.0,6.0,4.0,3.0,5.0,4.0,6.0,21.0,0.5,0.2666666666666666,0.5555555555555556,21.0,0.5,0.3047619047619048,0.0,10.0,9.0,1.0,10.0,18.0,10.0,46.0,0.4166666666666666,0.2,6.5,5.0,9.0,0.4444444444444444,13.0,7.5,5.0,10.0,0.5,15.0,11.0,14.0,18.0,0.2222222222222222,22.0,8.0,4.0,10.0,0.6,16.0,33.5,25.0,46.0,0.4565217391304347,67.0,143,32,False,False
QAOA-P1-6,QSVM-10,0.5442834138486312,0.9075901795807606,20.5,5.0,23.0,0.782608695652174,41.0,1.0,18.0,0.3703703703703703,0.3981481481481481,0.0,6.0,10.0,1.0,6.0,10.0,6.0,33.0,0.3333333333333333,0.3333333333333333,1.0,23.0,0.3103448275862069,0.3739130434782609,0.0,10.0,,1.0,10.0,18.0,10.0,68.0,0.603448275862069,0.2,5.0,10.0,10.0,0.0,10.0,8.0,4.0,10.0,0.6,16.0,14.0,8.0,18.0,0.5555555555555556,28.0,8.0,4.0,10.0,0.6,16.0,50.5,35.0,68.0,0.4852941176470588,101.0,144,6,False,False
QAOA-P1-6,QAOA-R3-10,0.5037037037037038,0.9121247020645736,24.0,12.0,30.0,0.6,48.0,1.0,18.0,0.3703703703703703,0.3981481481481481,0.0,6.0,10.0,1.0,6.0,10.0,6.0,33.0,0.3333333333333333,0.3333333333333333,0.6,30.0,0.4615384615384615,0.35,0.0,10.0,30.0,1.0,10.0,30.0,10.0,75.0,0.5384615384615384,0.3333333333333333,20.0,20.0,30.0,0.3333333333333333,40.0,8.0,4.0,10.0,0.6,16.0,20.0,20.0,30.0,0.3333333333333333,40.0,8.0,4.0,10.0,0.6,16.0,54.0,42.0,75.0,0.44,108.0,145,11,False,False
GHZ-4,TL-1-12,0.4938271604938271,0.8742396915429419,10.0,10.0,15.0,0.3333333333333333,20.0,1.0,5.0,0.75,0.55,0.0,4.0,3.0,1.0,4.0,3.0,4.0,8.0,0.0,0.5,1.0,15.0,0.3333333333333333,0.3333333333333333,0.0,12.0,,1.0,12.0,12.0,12.0,48.0,0.5833333333333333,0.1818181818181818,1.5,3.0,3.0,0.0,3.0,8.0,8.0,12.0,0.3333333333333333,16.0,7.5,9.0,12.0,0.25,15.0,8.0,8.0,12.0,0.3333333333333333,16.0,28.0,40.0,48.0,0.1666666666666666,56.0,146,17,False,False
QAOA-R3-12,TL-1-4,0.4828532235939643,0.8599323052117449,17.0,20.0,27.0,0.2592592592592592,34.0,0.4444444444444444,27.0,0.4615384615384615,0.3888888888888889,0.0,12.0,36.0,1.0,12.0,36.0,12.0,90.0,0.6538461538461539,0.2727272727272727,1.0,7.0,0.3333333333333333,0.7142857142857143,0.0,4.0,,1.0,4.0,4.0,4.0,16.0,0.4166666666666666,0.6666666666666666,18.0,36.0,36.0,0.0,36.0,8.0,8.0,12.0,0.3333333333333333,16.0,20.0,32.0,36.0,0.1111111111111111,40.0,8.0,8.0,12.0,0.3333333333333333,16.0,53.0,74.0,90.0,0.1777777777777777,106.0,147,20,False,False
HS-1-12,W-STATE-4,0.5333333333333333,0.880416515190201,12.0,6.0,15.0,0.6,24.0,1.0,15.0,0.2340425531914893,0.3888888888888889,0.0,12.0,,1.0,12.0,11.0,12.0,59.0,0.6808510638297872,0.1666666666666666,0.6666666666666666,9.0,0.5,0.6111111111111112,0.0,4.0,3.0,1.0,4.0,6.0,4.0,16.0,0.25,0.5,1.5,3.0,3.0,0.0,3.0,8.0,8.0,12.0,0.3333333333333333,16.0,8.5,5.0,11.0,0.5454545454545454,17.0,8.0,8.0,12.0,0.3333333333333333,16.0,37.5,43.0,59.0,0.2711864406779661,75.0,148,9,False,False
HS-1-12,QAOA-P1-4,0.562962962962963,0.92693029431775,13.5,3.0,15.0,0.8,27.0,1.0,15.0,0.2340425531914893,0.3888888888888889,0.0,12.0,,1.0,12.0,11.0,12.0,59.0,0.6808510638297872,0.1666666666666666,1.0,12.0,0.3529411764705882,0.5625,0.0,4.0,6.0,1.0,4.0,6.0,4.0,21.0,0.2941176470588235,0.5,3.0,6.0,6.0,0.0,6.0,8.0,8.0,12.0,0.3333333333333333,16.0,8.5,5.0,11.0,0.5454545454545454,17.0,8.0,8.0,12.0,0.3333333333333333,16.0,40.0,38.0,59.0,0.3559322033898305,80.0,149,3,True,False
GHZ-4,QAOA-R3-12,0.4718792866941015,0.8192737660283735,16.0,22.0,27.0,0.1851851851851851,32.0,1.0,5.0,0.75,0.55,0.0,4.0,3.0,1.0,4.0,3.0,4.0,8.0,0.0,0.5,0.4444444444444444,27.0,0.4615384615384615,0.3888888888888889,0.0,12.0,36.0,1.0,12.0,36.0,12.0,90.0,0.6538461538461539,0.2727272727272727,19.5,33.0,36.0,0.0833333333333333,39.0,8.0,8.0,12.0,0.3333333333333333,16.0,19.5,33.0,36.0,0.0833333333333333,39.0,8.0,8.0,12.0,0.3333333333333333,16.0,49.0,82.0,90.0,0.0888888888888888,98.0,150,27,False,False
BV-10,TL-1-6,0.5703703703703704,0.8496341457646694,9.5,1.0,10.0,0.9,19.0,1.0,10.0,0.2307692307692307,0.41,0.0,10.0,6.0,5.0,9.0,6.0,10.0,35.0,0.6153846153846154,0.1333333333333333,1.0,9.0,0.3333333333333333,0.5555555555555556,0.0,6.0,,1.0,6.0,6.0,6.0,24.0,0.5,0.4,3.0,6.0,6.0,0.0,6.0,7.5,3.0,9.0,0.6666666666666666,15.0,6.0,0.0,6.0,1.0,12.0,8.0,4.0,10.0,0.6,16.0,29.5,11.0,35.0,0.6857142857142857,59.0,151,6,True,True
GHZ-8,QAOA-P1-8,0.4444444444444444,0.886653987230742,13.5,9.0,18.0,0.5,27.0,1.0,9.0,0.875,0.3194444444444444,0.0,8.0,7.0,1.0,8.0,7.0,8.0,16.0,0.0,0.25,0.7142857142857143,18.0,0.3783783783783784,0.4097222222222222,0.0,8.0,14.0,1.0,8.0,14.0,8.0,45.0,0.5135135135135135,0.25,10.5,7.0,14.0,0.5,21.0,8.0,0.0,8.0,1.0,16.0,10.5,7.0,14.0,0.5,21.0,8.0,0.0,8.0,1.0,16.0,30.5,29.0,45.0,0.3555555555555555,61.0,152,17,False,False
GHZ-4,QSVM-12,0.4718792866941015,0.8125052509153279,16.0,22.0,27.0,0.1851851851851851,32.0,1.0,5.0,0.75,0.55,0.0,4.0,3.0,1.0,4.0,3.0,4.0,8.0,0.0,0.5,1.0,27.0,0.3142857142857143,0.3209876543209876,0.0,12.0,,1.0,12.0,22.0,12.0,82.0,0.6142857142857143,0.1666666666666666,1.5,3.0,3.0,0.0,3.0,8.0,8.0,12.0,0.3333333333333333,16.0,12.5,19.0,22.0,0.1363636363636363,25.0,8.0,8.0,12.0,0.3333333333333333,16.0,45.0,74.0,82.0,0.0975609756097561,90.0,153,28,False,False
QAOA-R3-8,QSVM-8,0.5308641975308642,0.9519576856037724,21.5,5.0,24.0,0.7916666666666666,43.0,0.5833333333333334,24.0,0.4615384615384615,0.4375,0.0,8.0,24.0,1.0,8.0,24.0,8.0,60.0,0.5384615384615384,0.4285714285714285,1.0,19.0,0.3043478260869565,0.4473684210526316,0.0,8.0,,1.0,8.0,14.0,8.0,54.0,0.5869565217391304,0.25,12.0,24.0,24.0,0.0,24.0,8.0,0.0,8.0,1.0,16.0,19.0,10.0,24.0,0.5833333333333334,38.0,8.0,0.0,8.0,1.0,16.0,57.0,6.0,60.0,0.9,114.0,154,4,False,False
GHZ-6,TL-1-10,0.49002849002849,0.8887047008115676,10.0,6.0,13.0,0.5384615384615384,20.0,1.0,7.0,0.8333333333333334,0.4047619047619047,0.0,6.0,5.0,1.0,6.0,5.0,6.0,12.0,0.0,0.3333333333333333,1.0,13.0,0.3333333333333333,0.3846153846153846,0.0,10.0,,1.0,10.0,10.0,10.0,40.0,0.5666666666666667,0.2222222222222222,2.5,5.0,5.0,0.0,5.0,8.0,4.0,10.0,0.6,16.0,7.5,5.0,10.0,0.5,15.0,8.0,4.0,10.0,0.6,16.0,26.0,28.0,40.0,0.3,52.0,155,15,False,False
TL-1-6,VQE-1-10,0.537037037037037,0.8690803813070749,10.5,3.0,12.0,0.75,21.0,1.0,9.0,0.3333333333333333,0.5555555555555556,0.0,6.0,,1.0,6.0,6.0,6.0,24.0,0.5,0.4,1.0,12.0,0.3103448275862069,0.4,0.0,10.0,9.0,1.0,10.0,9.0,10.0,39.0,0.5862068965517242,0.2,4.5,9.0,9.0,0.0,9.0,8.0,4.0,10.0,0.6,16.0,7.5,3.0,9.0,0.6666666666666666,15.0,8.0,4.0,10.0,0.6,16.0,31.5,15.0,39.0,0.6153846153846154,63.0,156,10,False,False
VQE-1-10,W-STATE-6,0.5641025641025641,0.8045127787238626,12.5,1.0,13.0,0.9230769230769232,25.0,1.0,12.0,0.3103448275862069,0.4,0.0,10.0,9.0,1.0,10.0,9.0,10.0,39.0,0.5862068965517242,0.2,0.6,13.0,0.5,0.4615384615384615,0.0,6.0,5.0,1.0,6.0,10.0,6.0,26.0,0.35,0.3333333333333333,7.0,4.0,9.0,0.5555555555555556,14.0,8.0,4.0,10.0,0.6,16.0,9.5,1.0,10.0,0.9,19.0,8.0,4.0,10.0,0.6,16.0,32.5,13.0,39.0,0.6666666666666666,65.0,157,8,False,False
GHZ-4,QAOA-P1-12,0.4650205761316872,0.7848129219124016,20.5,31.0,36.0,0.1388888888888889,41.0,1.0,5.0,0.75,0.55,0.0,4.0,3.0,1.0,4.0,3.0,4.0,8.0,0.0,0.5,0.55,36.0,0.4761904761904761,0.3148148148148148,0.0,12.0,40.0,1.0,12.0,40.0,12.0,96.0,0.5714285714285714,0.303030303030303,21.5,37.0,40.0,0.075,43.0,8.0,8.0,12.0,0.3333333333333333,16.0,21.5,37.0,40.0,0.075,43.0,8.0,8.0,12.0,0.3333333333333333,16.0,52.0,88.0,96.0,0.0833333333333333,104.0,158,31,False,False
TL-1-4,VQE-1-12,0.5185185185185185,0.8244897098507671,10.5,7.0,14.0,0.5,21.0,1.0,7.0,0.3333333333333333,0.7142857142857143,0.0,4.0,,1.0,4.0,4.0,4.0,16.0,0.4166666666666666,0.6666666666666666,1.0,14.0,0.3142857142857143,0.3452380952380952,0.0,12.0,11.0,1.0,12.0,11.0,12.0,47.0,0.6,0.1666666666666666,5.5,11.0,11.0,0.0,11.0,8.0,8.0,12.0,0.3333333333333333,16.0,7.5,7.0,11.0,0.3636363636363636,15.0,8.0,8.0,12.0,0.3333333333333333,16.0,31.5,31.0,47.0,0.3404255319148936,63.0,159,17,False,False
QAOA-R3-8,W-STATE-8,0.5061728395061728,0.8571046607835873,20.5,7.0,24.0,0.7083333333333334,41.0,0.5833333333333334,24.0,0.4615384615384615,0.4375,0.0,8.0,24.0,1.0,8.0,24.0,8.0,60.0,0.5384615384615384,0.4285714285714285,0.5714285714285714,17.0,0.5,0.3676470588235294,0.0,8.0,7.0,1.0,8.0,14.0,8.0,36.0,0.3928571428571429,0.25,15.5,17.0,24.0,0.2916666666666667,31.0,8.0,0.0,8.0,1.0,16.0,19.0,10.0,24.0,0.5833333333333334,38.0,8.0,0.0,8.0,1.0,16.0,48.0,24.0,60.0,0.6,96.0,160,16,False,False
QSVM-4,W-STATE-12,0.5096296296296297,0.7826593096338423,18.0,14.0,25.0,0.44,36.0,1.0,11.0,0.2727272727272727,0.7272727272727273,0.0,4.0,,1.0,4.0,6.0,4.0,26.0,0.5,0.5,0.5454545454545454,25.0,0.5,0.26,0.0,12.0,11.0,1.0,12.0,22.0,12.0,56.0,0.4318181818181817,0.1666666666666666,5.5,11.0,11.0,0.0,11.0,8.0,8.0,12.0,0.3333333333333333,16.0,14.0,16.0,22.0,0.2727272727272727,28.0,8.0,8.0,12.0,0.3333333333333333,16.0,41.0,30.0,56.0,0.4642857142857143,82.0,161,21,False,False
GHZ-6,QAOA-P1-10,0.4444444444444444,0.8866843361284131,14.0,14.0,21.0,0.3333333333333333,28.0,1.0,7.0,0.8333333333333334,0.4047619047619047,0.0,6.0,5.0,1.0,6.0,5.0,6.0,12.0,0.0,0.3333333333333333,0.6666666666666666,21.0,0.3829787234042553,0.3571428571428571,0.0,10.0,18.0,1.0,10.0,18.0,10.0,57.0,0.5531914893617021,0.2,11.5,13.0,18.0,0.2777777777777778,23.0,8.0,4.0,10.0,0.6,16.0,11.5,13.0,18.0,0.2777777777777778,23.0,8.0,4.0,10.0,0.6,16.0,34.5,45.0,57.0,0.2105263157894736,69.0,162,16,False,False
TL-1-12,VQE-1-4,0.5037037037037037,0.8625188484127909,10.5,9.0,15.0,0.4,21.0,1.0,15.0,0.3333333333333333,0.3333333333333333,0.0,12.0,,1.0,12.0,12.0,12.0,48.0,0.5833333333333333,0.1818181818181818,1.0,6.0,0.2727272727272727,0.75,0.0,4.0,3.0,1.0,4.0,3.0,4.0,15.0,0.4545454545454546,0.5,1.5,3.0,3.0,0.0,3.0,8.0,8.0,12.0,0.3333333333333333,16.0,7.5,9.0,12.0,0.25,15.0,8.0,8.0,12.0,0.3333333333333333,16.0,31.5,33.0,48.0,0.3125,63.0,163,17,False,False
QAOA-R3-10,W-STATE-6,0.4666666666666667,0.850783679451655,21.5,17.0,30.0,0.4333333333333333,43.0,0.6,30.0,0.4615384615384615,0.35,0.0,10.0,30.0,1.0,10.0,30.0,10.0,75.0,0.5384615384615384,0.3333333333333333,0.6,13.0,0.5,0.4615384615384615,0.0,6.0,5.0,1.0,6.0,10.0,6.0,26.0,0.35,0.3333333333333333,17.5,25.0,30.0,0.1666666666666666,35.0,8.0,4.0,10.0,0.6,16.0,20.0,20.0,30.0,0.3333333333333333,40.0,8.0,4.0,10.0,0.6,16.0,50.5,49.0,75.0,0.3466666666666667,101.0,164,22,False,False
QAOA-R3-6,QAOA-R3-10,0.5259259259259259,0.9153131307531008,25.5,9.0,30.0,0.7,51.0,0.6666666666666666,21.0,0.4615384615384615,0.5,0.0,6.0,18.0,1.0,6.0,18.0,6.0,45.0,0.4615384615384615,0.6,0.6,30.0,0.4615384615384615,0.35,0.0,10.0,30.0,1.0,10.0,30.0,10.0,75.0,0.5384615384615384,0.3333333333333333,24.0,12.0,30.0,0.6,48.0,8.0,4.0,10.0,0.6,16.0,24.0,12.0,30.0,0.6,48.0,8.0,4.0,10.0,0.6,16.0,60.0,30.0,75.0,0.6,120.0,165,6,False,False
BV-8,VQE-1-8,0.5333333333333333,0.8194241093216202,9.0,2.0,10.0,0.8,18.0,1.0,8.0,0.2,0.484375,0.0,8.0,4.0,5.0,7.0,4.0,8.0,27.0,0.6,0.1428571428571428,1.0,10.0,0.3043478260869565,0.475,0.0,8.0,7.0,1.0,8.0,7.0,8.0,31.0,0.5652173913043479,0.25,5.5,3.0,7.0,0.5714285714285714,11.0,7.5,1.0,8.0,0.875,15.0,5.5,3.0,7.0,0.5714285714285714,11.0,8.0,0.0,8.0,1.0,16.0,29.0,4.0,31.0,0.8709677419354839,58.0,166,12,False,True
QAOA-P1-4,VQE-1-12,0.5714285714285714,0.8264701595107298,13.0,2.0,14.0,0.8571428571428571,26.0,1.0,12.0,0.3529411764705882,0.5625,0.0,4.0,6.0,1.0,4.0,6.0,4.0,21.0,0.2941176470588235,0.5,1.0,14.0,0.3142857142857143,0.3452380952380952,0.0,12.0,11.0,1.0,12.0,11.0,12.0,47.0,0.6,0.1666666666666666,8.5,5.0,11.0,0.5454545454545454,17.0,8.0,8.0,12.0,0.3333333333333333,16.0,8.5,5.0,11.0,0.5454545454545454,17.0,8.0,8.0,12.0,0.3333333333333333,16.0,34.0,26.0,47.0,0.4468085106382978,68.0,167,6,True,False
HS-1-6,QAOA-P1-10,0.4656084656084656,0.9368442780654928,15.0,12.0,21.0,0.4285714285714285,30.0,1.0,9.0,0.217391304347826,0.6296296296296297,0.0,6.0,,1.0,6.0,5.0,6.0,29.0,0.6086956521739131,0.3333333333333333,0.6666666666666666,21.0,0.3829787234042553,0.3571428571428571,0.0,10.0,18.0,1.0,10.0,18.0,10.0,57.0,0.5531914893617021,0.2,9.0,18.0,18.0,0.0,18.0,8.0,4.0,10.0,0.6,16.0,11.5,13.0,18.0,0.2777777777777778,23.0,8.0,4.0,10.0,0.6,16.0,43.0,28.0,57.0,0.5087719298245614,86.0,168,8,False,False
BV-8,QAOA-P1-8,0.4279835390946501,0.9070588095592236,13.0,10.0,18.0,0.4444444444444444,26.0,1.0,8.0,0.2,0.484375,0.0,8.0,4.0,5.0,7.0,4.0,8.0,27.0,0.6,0.1428571428571428,0.7142857142857143,18.0,0.3783783783783784,0.4097222222222222,0.0,8.0,14.0,1.0,8.0,14.0,8.0,45.0,0.5135135135135135,0.25,9.0,10.0,14.0,0.2857142857142857,18.0,7.5,1.0,8.0,0.875,15.0,9.0,10.0,14.0,0.2857142857142857,18.0,8.0,0.0,8.0,1.0,16.0,36.0,18.0,45.0,0.6,72.0,169,14,False,False
GHZ-6,W-STATE-10,0.4444444444444444,0.7656783766906523,14.0,14.0,21.0,0.3333333333333333,28.0,1.0,7.0,0.8333333333333334,0.4047619047619047,0.0,6.0,5.0,1.0,6.0,5.0,6.0,12.0,0.0,0.3333333333333333,0.5555555555555556,21.0,0.5,0.3047619047619048,0.0,10.0,9.0,1.0,10.0,18.0,10.0,46.0,0.4166666666666666,0.2,7.0,4.0,9.0,0.5555555555555556,14.0,8.0,4.0,10.0,0.6,16.0,11.5,13.0,18.0,0.2777777777777778,23.0,8.0,4.0,10.0,0.6,16.0,29.0,34.0,46.0,0.2608695652173913,58.0,170,33,False,False
TL-1-8,W-STATE-8,0.4880174291938997,0.8622699046638749,14.0,6.0,17.0,0.6470588235294118,28.0,1.0,11.0,0.3333333333333333,0.4545454545454545,0.0,8.0,,1.0,8.0,8.0,8.0,32.0,0.5416666666666667,0.2857142857142857,0.5714285714285714,17.0,0.5,0.3676470588235294,0.0,8.0,7.0,1.0,8.0,14.0,8.0,36.0,0.3928571428571429,0.25,3.5,7.0,7.0,0.0,7.0,8.0,0.0,8.0,1.0,16.0,11.0,6.0,14.0,0.5714285714285714,22.0,8.0,0.0,8.0,1.0,16.0,34.0,4.0,36.0,0.8888888888888888,68.0,171,19,False,False
QSVM-12,TL-1-4,0.4828532235939643,0.8504374325293688,17.0,20.0,27.0,0.2592592592592592,34.0,1.0,27.0,0.3142857142857143,0.3209876543209876,0.0,12.0,,1.0,12.0,22.0,12.0,82.0,0.6142857142857143,0.1666666666666666,1.0,7.0,0.3333333333333333,0.7142857142857143,0.0,4.0,,1.0,4.0,4.0,4.0,16.0,0.4166666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,8.0,8.0,12.0,0.3333333333333333,16.0,13.0,18.0,22.0,0.1818181818181818,26.0,8.0,8.0,12.0,0.3333333333333333,16.0,49.0,66.0,82.0,0.1951219512195122,98.0,172,22,False,False
BV-6,HS-1-10,0.5071225071225072,0.8997772284951014,10.5,5.0,13.0,0.6153846153846154,21.0,1.0,8.0,0.25,0.5208333333333334,0.0,6.0,4.0,3.0,5.0,4.0,6.0,21.0,0.5,0.2666666666666666,1.0,13.0,0.2307692307692307,0.4461538461538462,0.0,10.0,,1.0,10.0,9.0,10.0,49.0,0.6666666666666667,0.2,2.0,4.0,4.0,0.0,4.0,7.5,5.0,10.0,0.5,15.0,6.5,5.0,9.0,0.4444444444444444,13.0,8.0,4.0,10.0,0.6,16.0,35.0,28.0,49.0,0.4285714285714285,70.0,173,12,False,True
QAOA-P1-10,QSVM-6,0.5291005291005291,0.9309208705028004,18.0,6.0,21.0,0.7142857142857143,36.0,0.6666666666666666,21.0,0.3829787234042553,0.3571428571428571,0.0,10.0,18.0,1.0,10.0,18.0,10.0,57.0,0.5531914893617021,0.2,1.0,15.0,0.2941176470588235,0.5555555555555556,0.0,6.0,,1.0,6.0,10.0,6.0,40.0,0.5588235294117647,0.3333333333333333,9.0,18.0,18.0,0.0,18.0,8.0,4.0,10.0,0.6,16.0,14.0,8.0,18.0,0.5555555555555556,28.0,8.0,4.0,10.0,0.6,16.0,48.5,17.0,57.0,0.7017543859649122,97.0,174,5,False,False
VQE-1-12,W-STATE-4,0.5396825396825397,0.777818448023426,11.5,5.0,14.0,0.6428571428571429,23.0,1.0,14.0,0.3142857142857143,0.3452380952380952,0.0,12.0,11.0,1.0,12.0,11.0,12.0,47.0,0.6,0.1666666666666666,0.6666666666666666,9.0,0.5,0.6111111111111112,0.0,4.0,3.0,1.0,4.0,6.0,4.0,16.0,0.25,0.5,7.0,8.0,11.0,0.2727272727272727,14.0,8.0,8.0,12.0,0.3333333333333333,16.0,8.5,5.0,11.0,0.5454545454545454,17.0,8.0,8.0,12.0,0.3333333333333333,16.0,31.5,31.0,47.0,0.3404255319148936,63.0,175,13,False,False
QAOA-P1-12,VQE-1-4,0.4691358024691358,0.7796637360728125,21.0,30.0,36.0,0.1666666666666666,42.0,0.55,36.0,0.4761904761904761,0.3148148148148148,0.0,12.0,40.0,1.0,12.0,40.0,12.0,96.0,0.5714285714285714,0.303030303030303,1.0,6.0,0.2727272727272727,0.75,0.0,4.0,3.0,1.0,4.0,3.0,4.0,15.0,0.4545454545454546,0.5,21.5,37.0,40.0,0.075,43.0,8.0,8.0,12.0,0.3333333333333333,16.0,21.5,37.0,40.0,0.075,43.0,8.0,8.0,12.0,0.3333333333333333,16.0,55.5,81.0,96.0,0.15625,111.0,176,30,False,False
HS-1-6,VQE-1-10,0.537037037037037,0.8791361219582908,10.5,3.0,12.0,0.75,21.0,1.0,9.0,0.217391304347826,0.6296296296296297,0.0,6.0,,1.0,6.0,5.0,6.0,29.0,0.6086956521739131,0.3333333333333333,1.0,12.0,0.3103448275862069,0.4,0.0,10.0,9.0,1.0,10.0,9.0,10.0,39.0,0.5862068965517242,0.2,4.5,9.0,9.0,0.0,9.0,8.0,4.0,10.0,0.6,16.0,7.0,4.0,9.0,0.5555555555555556,14.0,8.0,4.0,10.0,0.6,16.0,34.0,10.0,39.0,0.7435897435897436,68.0,177,9,False,True
BV-4,QSVM-12,0.4773662551440329,0.8169587208323308,16.5,21.0,27.0,0.2222222222222222,33.0,1.0,6.0,0.2,0.625,0.0,4.0,2.0,3.0,3.0,2.0,4.0,13.0,0.4,0.3333333333333333,1.0,27.0,0.3142857142857143,0.3209876543209876,0.0,12.0,,1.0,12.0,22.0,12.0,82.0,0.6142857142857143,0.1666666666666666,1.0,2.0,2.0,0.0,2.0,7.5,9.0,12.0,0.25,15.0,12.0,20.0,22.0,0.0909090909090909,24.0,8.0,8.0,12.0,0.3333333333333333,16.0,47.5,69.0,82.0,0.1585365853658536,95.0,178,25,False,False
BV-6,QAOA-P1-10,0.455026455026455,0.8754058972371546,14.5,13.0,21.0,0.3809523809523809,29.0,1.0,8.0,0.25,0.5208333333333334,0.0,6.0,4.0,3.0,5.0,4.0,6.0,21.0,0.5,0.2666666666666666,0.6666666666666666,21.0,0.3829787234042553,0.3571428571428571,0.0,10.0,18.0,1.0,10.0,18.0,10.0,57.0,0.5531914893617021,0.2,11.0,14.0,18.0,0.2222222222222222,22.0,7.5,5.0,10.0,0.5,15.0,11.0,14.0,18.0,0.2222222222222222,22.0,8.0,4.0,10.0,0.6,16.0,39.0,36.0,57.0,0.3684210526315789,78.0,179,18,False,False
QAOA-R3-6,QSVM-10,0.573268921095008,0.915822704205652,22.0,2.0,23.0,0.9130434782608696,44.0,0.6666666666666666,21.0,0.4615384615384615,0.5,0.0,6.0,18.0,1.0,6.0,18.0,6.0,45.0,0.4615384615384615,0.6,1.0,23.0,0.3103448275862069,0.3739130434782609,0.0,10.0,,1.0,10.0,18.0,10.0,68.0,0.603448275862069,0.2,9.0,18.0,18.0,0.0,18.0,8.0,4.0,10.0,0.6,16.0,18.0,0.0,18.0,1.0,36.0,8.0,4.0,10.0,0.6,16.0,56.5,23.0,68.0,0.6617647058823529,113.0,180,3,False,False
GHZ-12,QAOA-R3-4,0.4232804232804233,0.8382235728990675,17.0,8.0,21.0,0.6190476190476191,34.0,1.0,13.0,0.9166666666666666,0.2243589743589743,0.0,12.0,11.0,1.0,12.0,11.0,12.0,24.0,0.0,0.1666666666666666,1.0,21.0,0.4615384615384615,0.5,0.0,4.0,12.0,1.0,4.0,12.0,4.0,30.0,0.1923076923076923,1.0,11.5,1.0,12.0,0.9166666666666666,23.0,8.0,8.0,12.0,0.3333333333333333,16.0,11.5,1.0,12.0,0.9166666666666666,23.0,8.0,8.0,12.0,0.3333333333333333,16.0,27.0,6.0,30.0,0.8,54.0,181,25,True,False
