util_lo,util_hi,orig_mean_fidelity,orig_count,new_mean_fidelity,new_count
0.1,0.12000000000000001,nan,0,nan,0
0.12000000000000001,0.14,nan,0,nan,0
0.14,0.16000000000000003,0.46021980707810023,6,0.7563338615087927,8
0.16000000000000003,0.18000000000000002,0.49749132443011174,16,0.7241692606101933,12
0.18000000000000002,0.2,0.6779088233395781,2,0.7749234811800922,4
