util_lo,util_hi,orig_mean_fidelity,orig_count,new_mean_fidelity,new_count
0.1,0.12000000000000001,nan,0,nan,0
0.12000000000000001,0.14,nan,0,nan,0
0.14,0.16000000000000003,0.31434101672817877,6,nan,0
0.16000000000000003,0.18000000000000002,0.435795649153566,16,0.5229026824274494,16
0.18000000000000002,0.2,0.5598050123725615,2,0.5567135325003159,8
