util_lo,util_hi,orig_mean_fidelity,orig_count,new_mean_fidelity,new_count
0.02,0.04,0.8172711855299541,2,nan,0
0.04,0.06,0.8795779809105072,20,0.9122188872815372,22
0.06,0.08,0.8178113374737936,2,0.8178113374737936,2
