util_lo,util_hi,orig_mean_fidelity,orig_count,new_mean_fidelity,new_count
0.06,0.08,nan,0,nan,0
0.08,0.1,0.795316813792827,1,0.9361714861727388,1
0.1,0.12000000000000001,0.6256075453107731,22,0.7973160205015838,18
0.12000000000000001,0.14,0.9756355809502182,1,0.9055837111577096,5
