util_lo,util_hi,orig_mean_fidelity,orig_count,new_mean_fidelity,new_count
0.02,0.04,0.8032925217751108,2,nan,0
0.04,0.06,0.8738148930549695,20,0.8986981610348054,22
0.06,0.08,0.8135301288309491,2,0.8135301288309491,2
