util_lo,util_hi,orig_mean_fidelity,orig_count,new_mean_fidelity,new_count
0.1,0.12000000000000001,nan,0,nan,0
0.12000000000000001,0.14,nan,0,nan,0
0.14,0.16000000000000003,0.45701341887099545,8,0.7768429776030548,1
0.16000000000000003,0.18000000000000002,0.5292989378094038,24,0.6500758160895344,25
0.18000000000000002,0.2,0.7016852517355698,4,0.7293875527373554,10
